File,Club,Pitch,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter
Ireland,Allen Gaels GAA,,54.044811,-8.031519,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.044811,-8.031519",https://twitter.com/allengaels
Ireland,Annaduff GAA,Stanley Cox Park,53.894162,-7.951299,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.894162,-7.951299",https://twitter.com/annaduffgaa
Ireland,Aughavas GAA,Páirc Achadh an Mheasa,53.959397,-7.723816,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.959397,-7.723816",https://twitter.com/gaaaughavas
Ireland,Aughawillan GAA,,54.091455,-7.758502,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.091455,-7.758502",https://twitter.com/AughawillanGAA
Ireland,Aughnasheelin GAA,,54.064787,-7.864618,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.064787,-7.864618",https://twitter.com/aughnasheelingc
Ireland,Ballinaglera GAA,,54.159626,-8.01436,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.159626,-8.01436",https://twitter.com/glera_gaa
Ireland,Bornacoola GAA,Páirc Barr na Cuille,53.861108,-7.913206,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.861108,-7.913206",https://twitter.com/BornacoolaGAA
Ireland,Carrigallen GAA,,53.986498,-7.656663,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.986498,-7.656663",https://twitter.com/carrigallengfc
Ireland,Cloone GAA,,53.934862,-7.787234,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.934862,-7.787234",https://twitter.com/cloonegaa
Ireland,Drumkeerin GAA,,54.166444,-8.135,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.166444,-8.135",https://twitter.com/drumkeeringaa
Ireland,Drumreilly GAA,,54.039262,-7.743773,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.039262,-7.743773",https://twitter.com/drumreillygaa
Ireland,Eslin GAA,,53.933785,-7.919601,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.933785,-7.919601",https://twitter.com/eslin_gaa
Ireland,Glencar Manorhamilton GAA,Bee Park,54.306763,-8.173863,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.306763,-8.173863",https://twitter.com/glencarmanorgaa
Ireland,Glenfarne Kiltyclogher GAA,,54.289418,-7.985399,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.289418,-7.985399",https://twitter.com/glenfarnekilty
Ireland,Gortletteragh  GAA,,53.88301,-7.781332,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.88301,-7.781332",https://twitter.com/gort_gaa
Ireland,Kiltubrid GAA,,54.034312,-7.94792,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.034312,-7.94792",https://twitter.com/kiltubridgaa
Ireland,Leitrim Gaels,,53.997898,-8.058148,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.997898,-8.058148",https://twitter.com/leitrimgaels
Ireland,Melvin Gaels GAA,,54.444329,-8.289629,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.444329,-8.289629",https://twitter.com/melvingaels
Ireland,Mohill GAA,Philly McGuinness Memorial Park,53.918548,-7.863659,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.918548,-7.863659",https://twitter.com/mohillgaa
Ireland,Sean O'Heslin's Ballinamore,,54.060111,-7.793332,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.060111,-7.793332",
Ireland,"St. Caillins, Fenagh",,54.015256,-7.902072,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.015256,-7.902072",https://twitter.com/fenaghgaaclub
Ireland,"St. Mary's GAA, Kiltoghert",,53.948049,-8.076101,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.948049,-8.076101",https://twitter.com/maryskiltoghert
Ireland,St. Osnetts GAA,,54.320993,-8.202059,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.320993,-8.202059",
Ireland,"St. Patrick's GAA, Dromahaire",,54.233023,-8.310958,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.233023,-8.310958",https://twitter.com/dromahairgaa
Ireland,Athleague GAA,Athleague GAA Pitch,53.574515,-8.26749,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.574515,-8.26749",https://twitter.com/athleaguegaa
Ireland,Ballinameen GAA,,53.907983,-8.302795,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.907983,-8.302795",https://twitter.com/Ballinameen_GAA
Ireland,Boyle GAA,Abbey Park,53.974903,-8.297399,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.974903,-8.297399",https://twitter.com/boylegaa
Ireland,"Clann na nGael GAA, Johnstown",,53.368663,-8.021439,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.368663,-8.021439",https://twitter.com/clanngaa
Ireland,Creggs GAA,Creggs GAA Pitch,53.592756,-8.366389,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.592756,-8.366389",https://twitter.com/GaaCreggs
Ireland,Éire Óg GAA,James Timothy Park,53.847835,-8.575697,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.847835,-8.575697",https://twitter.com/eireogros
Ireland,Elphin GAA,Orchard Park,53.847947,-8.192168,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.847947,-8.192168",https://twitter.com/elphingaaclub
Ireland,Four Roads GAA,,53.51028,-8.223839,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.51028,-8.223839",https://twitter.com/fourroadshc
Ireland,Fuerty GAA,Mulhern Park,53.589854,-8.311494,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.589854,-8.311494",https://twitter.com/fuertygaa
Ireland,Kilbride GAA,,53.700679,-8.209884,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.700679,-8.209884",https://twitter.com/gaakilbride
Ireland,Kilglass Gaels,,53.826649,-7.970465,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.826649,-7.970465",https://twitter.com/kilglass_gaels
Ireland,Kilmore GAA,,53.87429,-8.05126,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.87429,-8.05126",https://twitter.com/gaakilmore
Ireland,"Lord Edwards, Tulsk",,53.77448,-8.23901,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.77448,-8.23901",https://twitter.com/tulskgaa
Ireland,"Michael Glavey's, Ballinlough",Peadar Earley Memorial Park,53.74325,-8.62817,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.74325,-8.62817",https://twitter.com/glaveys
Ireland,Oran GAA,Rockfield,53.659391,-8.276803,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.659391,-8.276803",https://twitter.com/orangaa
Ireland,Padraig Pearses,Páirc an Phiarsaigh,53.336777,-8.152755,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.336777,-8.152755",https://twitter.com/pearsesgaa
Ireland,Roscommon Gaels,Dr. Hyde Park,53.624853,-8.1829807,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.624853,-8.1829807",https://twitter.com/roscommongaels
Ireland,Roscommon Gaels,Lisnamult,53.621402,-8.207772,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.621402,-8.207772",https://twitter.com/roscommongaels
Ireland,Shannon Gaels GAA,Croghan GAA Pitch,53.912818,-8.218032,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.912818,-8.218032",https://twitter.com/shannongaelsgaa
Ireland,Shannon Gaels GAA,"Páirc na nGael, Carrick on Shannon",53.94093,-8.10765,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.94093,-8.10765",https://twitter.com/shannongaelsgaa
Ireland,"St. Aidan's GAA, Ballyforan",Páirc Naomh Aodain,53.47019,-8.26919,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.47019,-8.26919",https://twitter.com/aidansgaa
Ireland,St. Barry's GAA,,53.74277,-7.9268,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.74277,-7.9268",https://twitter.com/st_barrys
Ireland,"St. Brigid's GAA, Kiltoom",Kiltoom,53.485433,-8.026574,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.485433,-8.026574",https://twitter.com/stbrigidsros
Ireland,St. Croans GAA,,53.721699,-8.381456,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.721699,-8.381456",https://twitter.com/croans
Ireland,"St. Dominics GAA, Knockcroghery",,53.572243,-8.076381,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.572243,-8.076381",https://twitter.com/stdominicsclub
Ireland,St. Faithleachs GAA,,53.67652,-8.01006,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.67652,-8.01006",https://twitter.com/faithleachsgaa
Ireland,"St. Joseph's, Kilteevan",,53.634842,-8.125172,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.634842,-8.125172",https://twitter.com/stjosephs_ros
Ireland,"St. Kevin's GAA, Castlerea",O'Rourke Park,53.770402,-8.487095,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.770402,-8.487095",https://twitter.com/stkevins
Ireland,St. Michael's GAA,Ardcarne Park,53.992845,-8.173175,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.992845,-8.173175",https://twitter.com/michaels_gaa
Ireland,St. Ronan's GAA,Kilronan Park,54.072147,-8.200167,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=54.072147,-8.200167",https://twitter.com/stronansgaa
Ireland,Strokestown GAA,,53.767642,-8.104625,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.767642,-8.104625",https://twitter.com/strokestowngaa
Ireland,Tremane Hurling Club,Tremane GAA Grounds,53.578334,-8.204345,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.578334,-8.204345",https://twitter.com/tremanegaa
Ireland,Western Gaels GAA,"Nash Park, Frenchpark",53.870701,-8.408104,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.870701,-8.408104",https://twitter.com/gaelspro
Ireland,Ballisodare GAA,,54.2134,-8.5214,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.2134,-8.5214",
Ireland,Ballymote GAA,Brother Walfrid/Corran Park,54.095545,-8.519518,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.095545,-8.519518",https://twitter.com/gaaballymote
Ireland,Bunninadden GAA,Bunninadden Community Park,54.039021,-8.574164,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.039021,-8.574164",https://twitter.com/bunninaddengaa
Ireland,"St. Joseph's GAA, Calry",Hazelwood,54.269048,-8.417207,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.269048,-8.417207",https://twitter.com/calrystjosephs
Ireland,Castleconnor GAA,St. Brendan's Park,54.166087,-9.077638,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.166087,-9.077638",https://twitter.com/castleconnorgaa
Ireland,Cloonacool GAA,Cloonacool GAA Community Field,54.115352,-8.757838,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.115352,-8.757838",https://twitter.com/cloonacoolgaa
Ireland,Coolaney/Mullinabreena GAA,Nace O'Dowd Park,54.09545,-8.66044,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.09545,-8.66044",https://twitter.com/CoolMbreenaGAA
Ireland,Coolera/Strandhill,Ransboro Park,54.24474,-8.5423,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.24474,-8.5423",https://twitter.com/cul_strand_gaa
Ireland,Curry GAA,,54.0054,-8.7848,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.0054,-8.7848",https://twitter.com/currygaaclub
Ireland,Drumcliffe/Rosses Point,Oxfield,54.3399,-8.51937,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.3399,-8.51937",https://twitter.com/drumclifferpgaa
Ireland,Easkey GAA,,54.289903,-8.978898,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.289903,-8.978898",https://twitter.com/easkeygaa
Ireland,Eastern Harps,Fr. Kevin Brehony Park,54.043981,-8.44655,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.043981,-8.44655",https://twitter.com/EasternHarpsGAA
Ireland,Enniscrone/Kilglass,,54.23885,-9.055,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.23885,-9.055",https://twitter.com/enniskilgaa
Ireland,Geevagh GAA,,54.1007,-8.24149,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.1007,-8.24149",
Ireland,"Naomh Eoin Hurling, Sligo",Dick Kent Park,54.26512,-8.500635,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.26512,-8.500635",https://twitter.com/naomheoinhurl
Ireland,Owenmore Gaels,,54.1778,-8.4897,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.1778,-8.4897",https://twitter.com/owenmoregaels
Ireland,Shamrock Gaels,,54.15705,-8.37211,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.15705,-8.37211",https://twitter.com/shamrockgaels
Ireland,St. Farnan's,"St. Farnan's Park, Templeboy",54.2431,-8.81687,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.2431,-8.81687",
Ireland,"St. John's GAA, Carraroe",Stenson Park,54.23804,-8.46383,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.23804,-8.46383",https://twitter.com/stjohnsgaasligo
Ireland,"St. Mary's GAA, Sligo",Dick Kent Park,54.26503,-8.5008,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.26503,-8.5008",https://twitter.com/StMarysGAASligo
Ireland,St. Michael's,,54.1997,-8.362441,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.1997,-8.362441",
Ireland,St. Molaise Gaels,Monsignor Hynes Park,54.395611,-8.518789,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.395611,-8.518789",https://twitter.com/molaisegaels
Ireland,"St. Patrick's GAA, Skreen/Dromard",Seamie Donegan Memorial Park,54.23931,-8.67947,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.23931,-8.67947",https://twitter.com/stpatrickssligo
Ireland,Tourlestrane GAA,,54.038426,-8.834148,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.038426,-8.834148",https://twitter.com/tourlestranegaa
Ireland,Tubbercurry GAA,Kilcoyne Park,54.05943,-8.722967,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.05943,-8.722967",https://twitter.com/tubbercurry_gaa
Ireland,Achill GAA,Davitt Park,53.93313,-9.9165,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.93313,-9.9165",https://twitter.com/clgacla
Ireland,Aghamore GAA,Aghamore Pitch,53.8271,-8.819872,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.8271,-8.819872",https://twitter.com/AghamoreGAA
Ireland,Ardagh GAA,Ardagh,54.12397,-9.252555,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.12397,-9.252555",https://twitter.com/ardagh_gaa
Ireland,Ardnaree Sarsfields,Sean Duffy Park,54.111776,-9.142244,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.111776,-9.142244",https://twitter.com/ardnareesarsgaa
Ireland,Balla GAA,P W Nally Park,53.80312,-9.14206,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.80312,-9.14206",https://twitter.com/ballagaaclub
Ireland,Ballaghaderreen GAA,Ballaghaderreen GAA Park,53.90023,-8.59427,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.90023,-8.59427",https://twitter.com/ballagh_gaa
Ireland,Ballina Stephenites GAA,James Stephens Park,54.11122,-9.16223,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.11122,-9.16223",https://twitter.com/NaStiofanaigh
Ireland,Ballinrobe GAA,Flanagan Park ,53.615297,-9.211607,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.615297,-9.211607",https://twitter.com/ballinrobegaa
Ireland,Ballintubber GAA,Ray Prendergast Memorial Park,53.757565,-9.307675,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.757565,-9.307675",https://twitter.com/ballintubberclg
Ireland,Ballycastle GAA,Tom Langan Park,54.288243,-9.35875,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.288243,-9.35875",https://twitter.com/ballycgaa
Ireland,Ballycroy GAA,Ballycroy,54.028213,-9.826252,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.028213,-9.826252",https://twitter.com/ballycroyg
Ireland,Ballyhaunis GAA,Ballyhaunis GAA Park,53.763399,-8.792078,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.763399,-8.792078",https://twitter.com/ballyhaunisgaa
Ireland,Ballyvary Hurling,Ballyvary,53.88897,-9.16028,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.88897,-9.16028",https://twitter.com/ballyvaryhc
Ireland,Belmullet GAA,"Belmullet GAA Pitch, Tallagh",54.24866,-9.9979,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.24866,-9.9979",https://twitter.com/BelmulletGaa
Ireland,Bonniconlon GAA,Bonniconlon,54.108084,-9.02418,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.108084,-9.02418",https://twitter.com/bonniconlon_gaa
Ireland,Breaffy GAA,Breaffy,53.845629,-9.233789,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.845629,-9.233789",https://twitter.com/BreaffyGAA
Ireland,Burrishoole GAA,"McGovern Park, Newport",53.888213,-9.540556,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.888213,-9.540556",https://twitter.com/burrishoolegaa
Ireland,Caiseal Gaels,,53.95612,-8.7034,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.95612,-8.7034",https://twitter.com/caisealgaels
Ireland,Castlebar Mitchels Hurling,Páirc Josie Munnelly,53.8536,-9.28307,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.8536,-9.28307",https://twitter.com/mitchelsgaa
Ireland,Castlebar Mitchels GAA,Páirc Josie Munnelly,53.852954,-9.283177,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.852954,-9.283177",https://twitter.com/MitchelsGaa
Ireland,Charlestown Sarsfields,Fr. O'Hara Park,53.95883,-8.8054,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.95883,-8.8054",https://twitter.com/charlestowngaa
Ireland,Clare Island GAA,"Fawnglass, Clare Island",53.80233,-9.954977,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.80233, -9.954977",
Ireland,Claremorris GAA,,53.722382,-8.99457,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.722382,-8.99457",https://twitter.com/claremorrisgaa
Ireland,Crossmolina Deel Rovers,St. Tiernan's Park,54.105008,-9.305515,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.105008,-9.305515",https://twitter.com/deelroversgaa
Ireland,Davitts GAA,Ballindine,53.6724,-8.95848,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.6724,-8.95848",https://twitter.com/Davitts_GAA
Ireland,Eastern Gaels,Brickens GAA Pitch,53.723978,-8.876388,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.723978,-8.876388",
Ireland,Garrymore GAA,Garrymore GAA Pitch,53.646872,-9.021174,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.646872,-9.021174",https://twitter.com/garrymoregaa
Ireland,Hollymount/Carramore GAA,Hollymount,53.6611,-9.11696,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.6611,-9.11696",https://twitter.com/holly_carragaa
Ireland,Islandeady GAA,Islandeady,53.826408,-9.404379,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.826408,-9.404379",https://twitter.com/islandeadygaa
Ireland,Rossport,Rossport Pitch (Defunct),54.2846234,-9.7927068,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.2846234,-9.7927068",https://twitter.com/cillchomaingaa
Ireland,Cill Chomáin GAA,"Páirc an Phobail, Cill Chomain",54.235497,-9.653674,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.235497,-9.653674",https://twitter.com/cillchomaingaa
Ireland,Kilfian GAA,Kilfian,54.200163,-9.354514,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.200163,-9.354514",https://twitter.com/KilfianGAAMayo
Ireland,Killala GAA,Gerry Maheady Memorial Park,54.202404,-9.240458,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.202404,-9.240458",https://twitter.com/killalagaa
Ireland,Kilmaine GAA,Kilmaine,53.585553,-9.128521,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.585553,-9.128521",https://twitter.com/kilmainegaa
Ireland,Kilmeena GAA,St. Brendan's Sports Park,53.841134,-9.581397,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.841134,-9.581397",https://twitter.com/kilmeenagaa
Ireland,Kilmovee Shamrocks GAA,Canon Henry Park,53.88605,-8.67848,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.88605,-8.67848",https://twitter.com/kilmoveegaa
Ireland,Kiltane GAA,Bangor Erris,54.140684,-9.739372,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.140684,-9.739372",https://twitter.com/kiltanegaa
Ireland,Kiltimagh GAA,Gilmartin Park,53.849238,-9.010395,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.849238,-9.010395",https://twitter.com/KiltimaghGAA
Ireland,Knockmore GAA,Knockmore,54.025504,-9.176225,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.025504,-9.176225",https://twitter.com/gaa_knockmore
Ireland,Lacken Sarsfields GAA,Lacken,54.2627458,-9.2248809,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.2627458,-9.2248809",
Ireland,Lahardane MacHales GAA,"Padraig Garrett Memorial Park, Bofeenaun",53.984884,-9.325321,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.984884,-9.325321",https://twitter.com/lahardanegaa
Ireland,Louisburgh GAA,Louisburgh,53.759035,-9.808046,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.759035,-9.808046",https://twitter.com/LouisburghGAA
Ireland,Mayo Gaels,Abbey Park,53.763378,-9.118223,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.763378,-9.118223",https://twitter.com/mayogaelsgaa
Ireland,Bohola Moy Davitts,Srath Garbh,53.991897,-9.115201,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.991897,-9.115201",https://twitter.com/moydavitts
Ireland,Moygownagh GAA,Fr Gilroy Memorial Park,54.165849,-9.346337,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.165849,-9.346337",https://twitter.com/moygownaghgaa
Ireland,Parke-Keelogues-Crimlin GAA,Parke,53.91064,-9.196795,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.91064,-9.196795",https://twitter.com/parkekcgaa
Ireland,Shrule-Glencorrib GAA,Shrule,53.529624,-9.080245,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.529624,-9.080245",https://twitter.com/ShruleGlencorib
Ireland,Swinford GAA,Robert McCallion Memorial Park,53.934364,-8.951856,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.934364,-8.951856",https://twitter.com/swinfordgaa
Ireland,The Neale,"Páirc Naomh Feichin, Cunga",53.537486,-9.273471,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.537486,-9.273471",https://twitter.com/thenealegaaclub
Ireland,Tooreen GAA,Adrian Freeman Memorial Park,53.8278,-8.76099,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.8278,-8.76099",https://twitter.com/TooreenHurlers
Ireland,Tourmakeady GAA,Páirc Naomh Muire,53.663085,-9.352536,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.663085,-9.352536",
Ireland,Westport GAA,"Naomh  Padraig Cathair Na Mairt, Westport",53.808005,-9.521518,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.808005,-9.521518",https://twitter.com/westportgaa
Ireland,Hollymount/Carramore GAA,Carramore,53.6863,-9.0846,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.6863,-9.0846",https://twitter.com/holly_carragaa
Ireland,Abbeyknockmoy Hurling,,53.43808,-8.727463,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.43808,-8.727463",https://twitter.com/Abbey_Hurling
Ireland,Ahascragh/Fohenagh,Ahascragh,53.399613,-8.324904,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.399613,-8.324904",https://twitter.com/AhasFohGAA
Ireland,Ardrahan,,53.15673,-8.80274,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.15673,-8.80274",
Ireland,Ballinasloe GAA,,53.325106,-8.233546,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.325106,-8.233546",https://twitter.com/BallinasloeGAA
Ireland,Ballinderreen GAA,,53.18329,-8.90716,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.18329,-8.90716",https://twitter.com/ballinderreen
Ireland,Ballygar Hurling ,,53.52933,-8.3211,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.52933,-8.3211",https://twitter.com/ballygarhurling
Ireland,Barna GAA,Barna Pitch (New),53.2676741,-9.1635571,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.2676741,-9.1635571",https://twitter.com/BarnaGAA
Ireland,Barna GAA,Barna Pitch,53.26802,-9.163018,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.26802,-9.163018",https://twitter.com/BarnaGAA
Ireland,Beagh GAA,,53.016497,-8.822829,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.016497,-8.822829",https://twitter.com/beaghhc
